,appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,price_range
2967,743360,Haste Heist,2018-02-28,1,Team RUN!,Super God,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Indie,Indie,15,3,0,0,0,0-20000,7.19,na
2968,743370,Soccer Manager 2018,2017-12-22,1,Soccer Manager Ltd,Soccer Manager Ltd,windows,0,Single-player;In-App Purchases,Sports,Sports;Soccer;Football,55,274,139,664,979,200000-500000,0.0,na
2969,743890,Mega Man X Legacy Collection / ロックマンX アニバーサリー コレクション,2018-07-24,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;Side Scroller,52,529,292,0,0,20000-50000,15.99,na
2970,743900,Mega Man X Legacy Collection 2 / ロックマンX アニバーサリー コレクション 2,2018-07-24,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;2D,52,267,122,0,0,20000-50000,15.99,na
2971,744050,Space Invaders Extreme,2018-02-12,1,TAITO CORP.,Degica;TAITO CORP.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Shoot 'Em Up;Arcade,70,69,7,0,0,0-20000,15.49,na
2972,744060,Groove Coaster,2018-07-16,1,TAITO CORP.,Degica;TAITO CORP.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Rhythm;Music,1070,562,153,0,0,0-20000,15.49,na
2973,745000,Card Crawl,2018-02-07,1,Arnold Rauers,Arnold Rauers,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie,Indie;Card Game;Rogue-lite,9,72,15,0,0,0-20000,2.09,na
2974,745130,Rage Room,2017-12-25,1,Lockem Reality Inc,Lockem Reality Inc,windows,0,Single-player;Steam Achievements,Action,Action;VR,32,9,7,0,0,0-20000,11.99,na
2975,745250,YAPP: Yet Another Puzzle Platformer,2017-12-01,1,Yet Another Game Studio,Yet Another Game Studio,windows,0,Single-player;Steam Achievements,Indie,Indie;Platformer;Puzzle,11,15,1,0,0,0-20000,1.69,na
2976,745820,贤者挽歌之马略卡协奏曲,2018-06-04,0,魔力乐章,魔力乐章,windows,0,Single-player,RPG,RPG;Anime,0,6,1,0,0,0-20000,2.09,na
2977,746360,Orblitz,2017-11-22,1,Bryson MacDuff,Bryson MacDuff,windows,0,Single-player,Casual,Casual,0,4,0,0,0,0-20000,0.79,na
2978,746570,Box Looter 2018,2017-11-27,1,Ludo Land,Ludo Land,windows,0,Single-player;Steam Achievements,Indie,Indie,10,21,9,0,0,0-20000,0.79,na
2979,746710,Cypher,2018-02-20,1,Matthew Brown,Matthew Brown,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie,Indie;Puzzle;First-Person,7,174,13,0,0,0-20000,3.99,na
2980,747120,Keyboard Warrior,2018-02-23,1,Ömer Faruk Şimşek,Ömer Faruk Şimşek,windows,0,Single-player,Indie,Indie;Platformer;Difficult,4,1,1,0,0,0-20000,2.89,na
2981,747160,BAPTISM,2017-11-30,1,Samantha Arehart,Samantha Arehart,windows,0,Single-player,Indie,Indie;Visual Novel;Short,0,4,0,0,0,0-20000,1.69,na
2982,747980,Puzzle Blocks,2017-12-07,1,Lemon Jam Studio,Lemon Jam Studio,windows,0,Single-player,Indie,Indie;Puzzle,0,2,0,0,0,0-20000,0.79,na
2983,748060,SchoolJump,2018-05-17,1,Vrai,Vrai,windows,0,Single-player;Full controller support,Casual,Casual;VR,0,3,2,0,0,0-20000,0.79,na
2984,748360,MY HERO ONE'S JUSTICE,2018-10-25,1,Byking Inc.,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Anime;Fighting,57,673,137,0,0,20000-50000,49.99,na
2985,748480,Wild Romance: Mofu Mofu Edition,2017-11-20,1,Norn / Miel,Cherry Kiss Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure,Sexual Content;Anime;Nudity,16,39,10,0,0,0-20000,11.39,na
2986,748490,The Legend of Heroes: Trails of Cold Steel II,2018-02-14,1,Nihon Falcom,"XSEED Games;Marvelous USA, Inc.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,RPG,RPG;JRPG;Anime,51,872,36,0,0,20000-50000,29.99,na
2987,748800,Savage Offroad,2017-12-06,1,Backburner Games,Backburner Games,windows,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Racing,Racing;Indie;Arcade,50,9,8,0,0,0-20000,0.0,na
2988,748970,Zen Chess: Mate in One,2018-04-10,1,Zen Chess Club,Zen Chess Club,windows;mac,0,Single-player;Steam Achievements,Casual,Casual;Minimalist;Chess,30,28,3,0,0,0-20000,0.79,na
2989,749520,樱之杜†净梦者 / Sakura no Mori † Dreamers,2017-12-28,0,MOONSTONE,HIKARI FIELD,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Visual Novel;Anime;Adventure,0,302,18,9,9,0-20000,13.99,na
2990,749800,PixelJunk™ Monsters 2,2018-05-25,1,Q-Games Ltd.,"Spike Chunsoft Co., Ltd.",windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action,Action;Tower Defense,17,66,43,0,0,0-20000,11.39,na
2991,749900,Feed the Animals,2017-11-30,1,Attila Vitez,Capiproducts,windows,0,Single-player,Indie,Indie,0,1,1,0,0,0-20000,0.79,na
2992,750780,Christmas Puzzle 2,2017-12-01,1,Notus Games Ltd,Notus Games Ltd,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Match 3;Puzzle,11,7,0,0,0,0-20000,7.19,na
2993,751220,ETHEREAL,2019-03-07,1,Nicolás Recabarren;Tomás Batista,Nonsense Arts,windows;mac,0,Single-player;Full controller support,Indie,Indie;Puzzle;Abstract,8,37,1,0,0,0-20000,7.19,na
2994,751300,Alice Mystery Garden,2017-12-20,1,AMG GAMES,AMG GAMES,windows,0,Single-player,Casual,Casual;VR;Anime,0,90,4,0,0,0-20000,3.99,na
2995,751340,ASSAULT GUNNERS HD EDITION,2018-03-20,1,SHADE Inc.,Marvelous;Marvelous Europe Limited,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action,Action;Mechs;Robots,75,38,13,0,0,0-20000,7.19,na
2996,751500,TINY METAL,2017-12-21,1,AREA 35,Sony Music Entertainment (Japan) Inc. / UNTIES,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Strategy,Strategy;Turn-Based Combat;Turn-Based Strategy,14,130,49,0,0,0-20000,19.99,na
2997,752300,Forestation,2017-12-13,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Single-player;Steam Achievements,Casual,Casual;Puzzle;Relaxing,17,24,18,0,0,0-20000,2.89,na
2998,752690,The Resistance,2017-12-08,1,Barty Games,Barty Games,windows,0,Single-player,Action,Action,0,5,5,0,0,0-20000,0.79,na
2999,753370,Regenesis Arcade,2017-12-18,1,Hyperbook Studio,Blue Technology Sp. z o.o.,windows,0,Single-player,Action,Action;VR;Shooter,10,16,5,0,0,0-20000,5.79,na
3000,753380,Metal Soldiers 2,2017-12-13,1,Play365,Play365,windows,0,Single-player;Steam Achievements;In-App Purchases;Partial Controller Support,Action,Action;2D,24,11,5,0,0,0-20000,0.79,na
3001,753440,A Small Robot Story,2017-12-19,1,bc likes you,MAGIC Spell Studios,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure,Adventure;Platformer;Pixel Graphics,16,14,1,0,0,0-20000,3.99,na
3002,754300,Metal Quest,2017-12-06,1,Operation Constellation;Valentina Baker,Operation Constellation,windows,0,Single-player,RPG,RPG;Indie;Class-Based,0,5,0,0,0,0-20000,0.79,na
3003,754530,IL-2 Sturmovik: Cliffs of Dover Blitz Edition,2017-12-14,1,Team Fusion Simulations;1C: Maddox Games,1C Entertainment,windows,0,Single-player;Multi-player;Partial Controller Support;Stats;Includes level editor,Simulation,Simulation;Flight;World War II,0,344,169,39,39,50000-100000,19.49,na
3004,754830,Travel Mosaics 6: Christmas Around the World,2018-12-03,1,Jetdogs Studios,Jetdogs Studios,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual,Casual,7,1,0,0,0,0-20000,0.79,na
3005,755350,Truth: Disorder,2017-12-05,1,JustE AAN,JustE Publishing,windows;mac;linux,0,Single-player;Steam Achievements,Indie,Indie;Visual Novel;Anime,17,19,18,0,0,0-20000,1.69,na
3006,755630,Drake of the 99 Dragons,2018-03-07,1,Idol FX,Majesco Entertainment,windows,0,Single-player,Action,Action,0,21,12,7,7,0-20000,5.19,na
3007,755850,VR Ping Pong Paradise,2017-12-25,1,SAT-BOX,SAT-BOX,windows,0,Single-player,Sports,Sports;VR;Action,0,2,5,0,0,0-20000,10.99,na
3008,755950,Fantasy Quest Solitaire,2018-01-16,1,rokapublish,rokapublish,windows;mac,0,Single-player;Steam Achievements,Casual,Casual;Card Game;Adventure,16,23,1,0,0,0-20000,6.19,na
3009,756040,RollerCoaster Legends,2017-12-21,1,WarDucks,WarDucks,windows,0,Single-player,Adventure,Adventure;VR;Casual,0,16,6,0,0,0-20000,3.99,na
3010,756100,Curse of the Old Gods,2017-12-04,1,Tim Rachor,Tim Rachor,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure,Adventure,12,3,0,0,0,0-20000,2.09,na
3011,756590,Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~,2018-03-27,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Achievements;Partial Controller Support,RPG,RPG;Anime;Female Protagonist,50,355,31,0,0,0-20000,49.99,na
3012,756650,THE BOX VR,2017-12-07,1,NAKAMA VR GAMES,INTHEMIDDLE;NAKAMA VR,windows,0,Single-player,Action,Action;VR,0,5,2,0,0,0-20000,7.19,na
3013,756810,M.A.X. 2: Mechanized Assault & Exploration,2017-12-18,1,Interplay,Interplay,windows,0,Single-player;Multi-player,Strategy,Strategy,0,3,2,0,0,0-20000,7.19,na
3014,757540,Oedipus Dating Sim,2018-03-12,1,Wholetone Games,Wholetone Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Simulation,Simulation;Casual;Dating Sim,13,2,2,0,0,0-20000,2.09,na
3015,757670,Blitz Freak,2018-08-06,1,ActEvolve Inc.,ActEvolve Inc.,windows,0,Online Multi-Player;Online Co-op,Action,Action;VR,0,2,1,0,0,0-20000,6.19,na
3016,757690,Limit of defense,2017-12-16,1,Jl Apps,Jl Apps,windows,0,Single-player,Indie,Indie,0,0,1,0,0,0-20000,2.09,na
3017,757990,Disassembly Line,2017-12-24,1,Bumfuzzled Gibbons,Bumfuzzled Gibbons,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action,Action;Top-Down;Indie,0,0,2,0,0,0-20000,3.99,na
3018,758090,茂伸奇谈 / Monobeno,2018-01-26,0,Lose,HIKARI FIELD,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Visual Novel;Anime;Adventure,0,349,6,0,0,0-20000,19.49,na
3019,758410,AO International Tennis,2018-05-07,1,Big Ant Studios,Big Ant Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Sports,Tennis;Sports,30,135,59,0,0,0-20000,19.99,na
3020,758500,Loot Box Quest,2017-12-13,1,Going Loud Studios,Going Loud Studios,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Clicker;Satire,15,218,10,315,315,0-20000,0.79,na
3021,759650,Christmas Puzzle 3,2017-12-15,1,Notus Games Ltd,Notus Games Ltd,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Indie;Puzzle,42,10,1,0,0,0-20000,7.19,na
3022,759840,Battle for Mountain Throne,2018-09-04,1,Random Bird games,Random Bird games,windows,0,Single-player,Action,Action;Indie;VR,0,0,1,0,0,0-20000,5.79,na
3023,759940,前程似锦 Excellent Expectations,2017-12-21,0,内购人生PABL,内购人生PABL,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Indie,Indie;Dark Humor;Satire,10,482,64,0,0,0-20000,2.09,na
3024,760740,Polaris,2017-12-20,1,Vyacheslav Notbad,Zotdinex,windows,0,Single-player,Casual,Casual,0,4,3,0,0,0-20000,0.72,na
3025,760920,ElectricVLab,2018-12-20,1,QuaSci Labs LLC,QuaSci Labs LLC,windows,0,Single-player;Steam Cloud,Simulation,Simulation;Education,0,7,2,0,0,0-20000,8.29,na
3026,760960,RocketGirl,2017-12-15,1,SoftwareByEugene LLC,SoftwareByEugene LLC,windows,0,Single-player;Full controller support,Action,Sexual Content;Nudity;Action,0,5,1,0,0,0-20000,3.99,na
3027,760970,Renegade Tabletop Tools System,2017-12-12,1,Corrosive Studios LLC,Corrosive Studios LLC,windows,0,Captions available,Utilities,Utilities;RPG,0,2,0,0,0,0-20000,1.69,na
3028,761220,Live the Guitar,2018-03-09,1,Live the VR,Live the VR,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie,Indie;VR;VR Only,8,6,3,0,0,0-20000,7.19,na
3029,761600,Onimusha: Warlords / 鬼武者,2019-01-15,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Violent;Hack and Slash,55,395,30,56,56,0-20000,15.99,na
3030,762190,Epic Loon,2018-07-12,1,Macrales Studio,Ukuza,windows,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Indie;Local Multiplayer;Aliens,10,28,3,0,0,0-20000,7.19,na
3031,762670,Astro Joust,2018-03-28,1,Mutant Entertainment Studios,Mutant Entertainment Studios,windows,0,Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Action,Action;Local Co-Op;Multiplayer,27,1,2,0,0,0-20000,0.79,na
3032,762850,Cubit,2019-02-06,1,S.A. DigiWorks,S.A. DigiWorks,windows,0,Single-player,Casual,Casual,0,2,4,0,0,0-20000,0.79,na
3033,762930,Supipara - Chapter 2 Spring Has Come!,2018-04-12,1,minori,MangaGamer,windows,0,Single-player;Steam Cloud,Adventure,Adventure;Visual Novel;Anime,0,65,0,0,0,0-20000,11.39,na
3034,763270,Fritz Chess 16 Steam Edition,2018-04-03,1,ChessBase GmbH,ChessBase GmbH,windows,0,Single-player;Multi-player,Strategy,Strategy;Chess,0,7,5,0,0,0-20000,32.99,na
3035,763380,Koikoi,2018-07-18,1,RadicalHyena,RadicalHyena,windows;mac,0,Single-player,RPG,RPG;Indie,0,4,0,0,0,0-20000,8.29,na
3036,763720,KeysIn1,2018-03-09,1,Yui-HG,Yui-HG,windows,0,Steam Workshop,Utilities,Utilities,0,4,3,0,0,0-20000,1.69,na
3037,763970,Leisure Suit Larry 1 - In the Land of the Lounge Lizards,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Sexual Content;Classic,0,24,11,0,0,20000-50000,2.89,na
3038,764410,Trials of the Gauntlet,2018-03-16,1,Patrick O'Connor;Joshua Suskalo;Christian Hall;Arthur Parker;Dorsey Ledger;Natalie O'Connor;Landon Creech;Nathan Andre;Cassandra Doeinck;Nicholas Kovacevich,Broken Dinosaur Studios,windows;mac;linux,0,Single-player,Indie,Indie;Platformer,0,32,19,0,0,0-20000,1.69,na
3039,765840,Leisure Suit Larry 2 Looking For Love (In Several Wrong Places),2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Classic;Point & Click,0,10,4,0,0,0-20000,2.89,na
3040,765850,Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Point & Click;Pixel Graphics,0,9,1,0,0,0-20000,2.89,na
3041,765860,Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Point & Click;Sexual Content,0,6,4,0,0,0-20000,3.99,na
3042,765870,Leisure Suit Larry - Wet Dreams Don't Dry,2018-11-07,1,CrazyBunch,Assemble Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure,Nudity;Sexual Content;Adventure,31,259,31,1048,1048,0-20000,25.99,na
3043,765890,Leisure Suit Larry 7 - Love for Sail,2017-12-22,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Sexual Content;Nudity,0,33,2,0,0,0-20000,4.79,na
3044,765900,Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Nudity;Sexual Content,0,61,19,0,0,0-20000,4.79,na
3045,765910,Leisure Suit Larry 6 - Shape Up Or Slip Out,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Point & Click,0,7,2,0,0,0-20000,3.99,na
3046,765940,SOK,2017-12-22,1,Enter Name Here,Enter Name Here,windows,0,Single-player;Steam Achievements,Casual,Casual;Puzzle;Sokoban,102,24,4,0,0,0-20000,1.69,na
3047,766460,Trireme Commander,2018-01-02,1,Peter Turcan,Peter Turcan,windows,0,Single-player,Simulation,Simulation,0,0,1,0,0,0-20000,13.99,na
3048,767050,Last Day of FEAR,2017-12-23,1,Laush Studio,Laush Studio,windows,0,Single-player;Steam Achievements,Indie,Indie;Gore;Violent,11,13,11,0,0,0-20000,2.89,na
3049,767910,Strange Night ll,2018-02-04,1,LB,LB,windows,0,Single-player;Captions available,Indie,Indie;Puzzle;Horror,0,12,16,0,0,0-20000,8.29,na
3050,768100,GizmoVR Video Player,2018-01-05,1,Gizmo VR LTD,Gizmo VR LTD,windows,0,Partial Controller Support,Utilities,Utilities;VR;Video Production,0,44,9,159,257,50000-100000,0.0,na
3051,768270,Lisssn,2018-01-31,1,Robert Wolff and Knut Müller,Runesoft GmbH,windows,0,Single-player;Steam Cloud,Adventure,Adventure,0,7,0,0,0,0-20000,11.39,na
3052,768740,QuartoⒸ,2018-06-27,1,Games-Up,Asmodee Digital,windows,0,Single-player,Strategy,Strategy;Board Game,0,1,0,0,0,0-20000,5.19,na
3053,769030,Twine3D,2017-12-26,1,ijal Studio,ijal Studio,windows,0,Single-player,Casual,Casual,0,0,4,0,0,0-20000,0.79,na
3054,769080,The Little War,2017-12-27,1,Hexagons Studio,Hexagons Studio,windows,0,Multi-player;Online Multi-Player;Online Co-op;Steam Achievements,Action,Action;Shooter;PvP,5,20,9,0,0,0-20000,4.79,na
3055,769630,紅蜘蛛外伝：暗戦,2018-05-19,0,studio wasp,studio wasp,windows;mac,0,Single-player,Adventure,Adventure;Visual Novel,0,2,0,0,0,20000-50000,0.0,na
3056,769920,Odysseus Kosmos and his Robot Quest: Episode 1,2018-01-12,1,Pavel Kostin,HeroCraft,windows,0,Single-player;Steam Achievements,Indie,Indie;Sci-fi;Point & Click,24,155,43,181,181,100000-200000,0.0,na
3057,770160,Seishin - Virtual Rhythm,2018-02-20,1,Sean Reilly,Sean Reilly,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie,Indie;Music;VR,14,3,2,0,0,0-20000,0.79,na
3058,770240,PRO EVOLUTION SOCCER 2019,2018-08-29,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;In-App Purchases;Partial Controller Support,Sports,Sports;Soccer;Multiplayer,0,1619,2217,0,0,200000-500000,24.99,na
3059,770850,DUNKYPUNG,2019-01-07,1,Nathan Meunier,Nathan Meunier,windows,0,Single-player;Steam Achievements;Full controller support,Indie,Indie;Arcade;Fast-Paced,10,7,1,0,0,0-20000,5.19,na
3060,771240,YumeCore,2018-02-15,1,takayakata,takayakata,windows,0,Single-player,Action,Action;Anime;2D,21,88,3,0,0,0-20000,3.99,na
3061,771610,NeoBalls,2018-01-03,1,BJGameInd,BJGameInd,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie,Indie;Minimalist;Clicker,1998,16,19,0,0,0-20000,0.79,na
3062,772470,8-in-1 IQ Scale Bundle,2018-01-05,1,ALEKSANDER CHEPAIKIN,ALEKSANDER CHEPAIKIN,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Indie,Indie,2,25,2,0,0,0-20000,11.39,na
3063,772600,Fisherones,2018-01-18,1,Glass Bubble Software,Glass Bubble Software,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action,Action;Atmospheric;Open World,24,7,3,0,0,0-20000,3.99,na
3064,772990,Bird Watcher,2018-02-19,1,First Game Studio,First Game Studio,windows,0,Single-player;Steam Achievements,Indie,Indie;Story Rich;Walking Simulator,5,31,13,0,0,0-20000,1.69,na
3065,773170,Close the Window!,2018-01-02,1,Victor Corradi,Corradi Games,windows;mac;linux,0,Single-player;Steam Achievements,Casual,Casual,49,11,19,0,0,0-20000,0.79,na
3066,773210,ControlMyJoystick,2018-01-11,1,Russ Beuker,Tetherscript Technology Corporation,windows,0,Partial Controller Support,Utilities,Utilities,0,2,0,0,0,0-20000,15.49,na
3067,773770,The Way of Kings: Escape the Shattered Plains,2018-03-02,1,Arcturus Studios Inc,Arcturus Studios Inc,windows,0,Single-player;Captions available,Adventure,Adventure;VR,0,19,16,0,0,0-20000,8.29,na
3068,774131,Nostradamus - The Four Horsemen of the Apocalypse,2018-02-12,1,Just Funny Games,Microïds Indie,windows,0,Single-player,Adventure,Adventure;Hidden Object,0,1,6,0,0,0-20000,5.99,na
3069,774141,MIAZMA or the Devil's Stone,2018-05-02,1,Private Moon Studios,Microïds Indie,windows,0,Single-player,Adventure,Adventure;FMV,0,8,3,0,0,0-20000,7.19,na
3070,774161,Steampunker,2018-07-06,1,Telehorse,Microids Indie,windows,0,Single-player,Adventure,Adventure;Hidden Object,39,2,1,0,0,0-20000,5.19,na
3071,774221,Nekomew's Potty Trouble,2018-01-11,1,Pikewin,Pikewin,windows,0,Single-player;Partial Controller Support,Indie,Indie;Horror;Rhythm,17,22,1,0,0,0-20000,2.89,na
3072,774461,The Jackbox Party Pack 5,2018-10-17,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual,Casual;Local Multiplayer;Comedy,20,242,63,108,156,50000-100000,23.79,na
3073,774501,VR Soccer '96,2018-01-19,1,Gremlin Interactive Ltd.,Interplay,windows;mac,0,Single-player;Multi-player;Co-op,Sports,Sports,0,1,0,0,0,0-20000,7.19,na
3074,774721,EF EVE™ - Volumetric Video Platform (VR & Desktop),2018-01-24,1,Experimental Foundation,Experimental Foundation,windows,0,Full controller support,Utilities,Utilities;VR;Adventure,0,23,0,0,0,0-20000,0.0,na
3075,774731,Juventus VR,2018-04-20,1,Forge Reply S.r.l.,Juventus Football Club S.p.A.,windows,0,Single-player;Full controller support;In-App Purchases,Utilities,Utilities,0,7,0,0,0,0-20000,0.0,na
3076,775820,Controllers Battery Indicator,2019-03-11,1,CWH Entertainment,CWH Entertainment,windows,0,Single-player,Indie,Indie;Utilities;Controller,0,11,3,0,0,0-20000,1.69,na
3077,776160,Up and Down,2018-01-18,1,Konstantin Pilipaka,Konstantin Pilipaka,windows,0,Single-player;Steam Achievements,Indie,Indie,23,9,4,0,0,0-20000,2.89,na
3078,777540,Entertainment Hero,2018-01-16,1,Windzen,Windzen,windows,0,Single-player;Partial Controller Support,Action,Action;Platformer,0,1,1,0,0,0-20000,1.69,na
3079,777580,Champ Against Chumps Upgrade Edition,2018-04-20,1,MisterTtocS,MisterTtocS,windows,0,Single-player;Steam Achievements,Indie,Indie;Adventure,22,2,0,0,0,0-20000,1.69,na
3080,777620,Little fight,2018-02-20,1,FunnyNetWork,FunnyNetWork,windows,12,Multi-player,Strategy,Strategy;Indie,0,0,2,0,0,0-20000,2.89,na
3081,777660,Spacepowers,2018-02-15,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Single-player;Steam Cloud,Action,Action;Top-Down;Indie,15,1,3,0,0,0-20000,2.89,na
3082,777770,WAR PARTY,2019-03-28,1,Warcave;Crazy Monkey Studios,Warcave;Crazy Monkey Studios,windows;mac,0,Single-player;Online Multi-Player;Steam Achievements;Steam Cloud;Steam Leaderboards,Strategy,Strategy;RTS;Base-Building,25,174,39,399,399,0-20000,19.99,na
3083,778030,Block Heads: Instakill,2018-08-14,1,Madar Games,Madar Games,windows;mac;linux,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Workshop;Includes level editor,Action,Action,25,12,3,0,0,0-20000,0.0,na
3084,778390,Corpse Party: Book of Shadows,2018-10-29,1,MAGES. Inc.;5pb.,"XSEED Games;Marvelous USA, Inc.",windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Gore;Violent;Adventure,33,96,5,0,0,0-20000,12.99,na
3085,778400,Corpse Party: Sweet Sachiko's Hysteric Birthday Bash,2019-04-10,1,MAGES. Inc.;5pb.,"XSEED Games;Marvelous USA, Inc.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Gore;Adventure;Violent,19,23,1,0,0,0-20000,14.99,na
3086,778800,HYBRIS - Pulse of Ruin,2018-06-14,1,Lucien Krebs,Hybrisgames,windows,0,Single-player,RPG,RPG;RPGMaker;Indie,0,4,0,0,0,0-20000,3.99,na
3087,778850,Please close the doors,2018-01-29,1,Koyotis Studio,КиКо,windows,0,Single-player,Indie,Indie;Detective;Zombies,0,46,27,0,0,20000-50000,3.99,na
3088,779840,Forgotten Sound 1: Revelation,2018-01-18,1,RSK Entertainment,Strategy First,windows,0,Single-player,Adventure,Adventure;Indie;Puzzle,0,0,2,0,0,0-20000,7.19,na
3089,780100,ClearMem :: Free Up Your RAM,2018-07-11,1,"StartupTim, LLC;Tim Sullivan","StartupTim, LLC;Tim Sullivan",windows,0,Steam Achievements,Utilities,Utilities;Software,13,26,25,0,0,0-20000,7.19,na
3090,780220,Gump,2018-01-27,1,Ursine,Ursine,windows,0,Single-player;Co-op;Partial Controller Support;Includes level editor,Indie,Indie,0,1,2,0,0,0-20000,0.0,na
3091,780230,Missing Road,2018-01-31,1,Willie Li,Willie Li,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual,Casual,8,2,0,0,0,0-20000,2.89,na
3092,780740,Silent Footsteps,2018-07-25,1,Frostlind Games,Frostlind Games,windows,0,Single-player;Steam Achievements,Adventure,Adventure,13,5,0,0,0,0-20000,9.29,na
